start_ts	endpoint	request_body	request_headers
2021-03-02 08:02:27.753079-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":707069615,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":10,""read_avg"":-0.85,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614700920,""kit_temperature"":0,""rfid_0"":4354,""happy_hour"":0,""rfid_1"":3977,""power"":0,""app_uptime"":699645421,""rfid_2"":3982,""rfid_3"":3957,""rfid_4"":3445,""rfid_5"":3445,""rfid_6"":3424,""rfid_7"":3463}"	{'User-Agent': 'okhttp/3.12.4', 'Content-Type': 'application/json; charset=utf-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Length': '654', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive'}
2021-03-02 08:06:47.294781-08	/products_and_promotions		{'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'Connection': 'Keep-Alive', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw'}
2021-03-02 08:12:04.876659-08	/inventory	"{""retry_count"":0,""time"":1614701497,""epc"":[""000071490115916261470703"",""000085110116008592410763"",""000093690115986165420158"",""000061150116020677660822"",""000061150115989658240587"",""000093690115986165420003"",""000061150116020677660467"",""000061150116020677660476"",""000085110116008592410354"",""000093690115986165420176"",""000085110116008592410753"",""000061150116016412250705"",""000111270116091767120316"",""000111270116091767120258"",""000111270116091767120262"",""000075380115935302530001"",""000047140116061254400849"",""000044040115839946140927"",""000085110116038880060635"",""000064180116057066450515"",""000091730116043132910603"",""000093690116031089570698"",""000065750116071389770643"",""000064190116037103920016"",""000064190116037103920002"",""000064190116037103920008"",""000040610116082000540690"",""000040610116082000540691"",""000040610116082000540695"",""000040610116082000540694"",""000027840116020713570078"",""000023500116073810700298"",""000027840116116652220999"",""000040890115666434170516"",""000081750116112376090919"",""000061610116058563050660"",""000091730116025015570288"",""000023500116127930280292"",""000023500116073810700427"",""000027840116020713570137"",""000081750116112376090971"",""000091730116025015570086"",""000081750116112376090821"",""000089890116003507590144"",""000089890116003507590036"",""000089890116003507590679"",""000091730116025015570073"",""000089890116003454690074"",""000075390116043131790960"",""000089890116003507590537"",""000115720116123538480339"",""000089890116003454690101"",""000093690116031089570316"",""000075390116043131790938"",""000027840116116652220832"",""000047140116061254400059"",""000115720116123538480200"",""000104480116021690620614"",""000092310116055198880023"",""000111020116121799780805"",""000101920116037086490195"",""000043640116031290260022"",""000091430116073395440059"",""000065750116135574190943"",""000101790116069946810273"",""000042030116009465510600"",""000042030116009465510594"",""000042030116009465510595"",""000065690116031165630376"",""000044070115675849260555"",""000065750116135574190911"",""000065750116135574190910"",""000040610116082000540111"",""000071510115650020930434"",""000080960116107226410201"",""000038160115731989040056"",""000101900116142037770987"",""000042070116111428890452"",""000038160115731989040469"",""000038150115623092090970"",""000065750116135574190944"",""000065750116135574190945"",""000091430116010405600003"",""000067800116016346810965"",""000067800116016346810974"",""000038150115623092090942"",""000093680116031054880410"",""000038150115693877781672"",""000101790116069946810267"",""000092310116127898590920"",""000101760116024989600470"",""000071510115650020930433"",""000042020115935368990680"",""80025F07F300231193CFFD04""]}"	{'User-Agent': 'okhttp/3.12.4', 'Content-Type': 'application/json; charset=utf-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Length': '2581', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive'}
2021-03-02 08:11:47.27931-08	/products_and_promotions		{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'Host': 'kiosk-prod.bytefoods.com'}
2021-03-02 08:12:27.803754-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":707669647,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":1,""read_avg"":-1.62,""epc"":""000047170115990579250149""},{""read_count"":10,""read_avg"":-0.6,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614701520,""kit_temperature"":0,""rfid_0"":4407,""happy_hour"":0,""rfid_1"":3986,""power"":0,""app_uptime"":700245453,""rfid_2"":3972,""rfid_3"":3971,""rfid_4"":3421,""rfid_5"":3426,""rfid_6"":3432,""rfid_7"":3428}"	{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Length': '720', 'Content-Type': 'application/json; charset=utf-8', 'User-Agent': 'okhttp/3.12.4', 'Connection': 'Keep-Alive'}
2021-03-02 08:16:47.318168-08	/products_and_promotions		{'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive'}
2021-03-02 08:21:47.349437-08	/products_and_promotions		{'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'Connection': 'Keep-Alive'}
2021-03-02 08:22:27.858825-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":708269678,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":1,""read_avg"":-1.35,""epc"":""000047170115990579250149""},{""read_count"":10,""read_avg"":-0.96,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614702120,""kit_temperature"":0,""rfid_0"":4378,""happy_hour"":0,""rfid_1"":3975,""power"":0,""app_uptime"":700845484,""rfid_2"":3971,""rfid_3"":3967,""rfid_4"":3427,""rfid_5"":3434,""rfid_6"":3433,""rfid_7"":3447}"	{'Content-Type': 'application/json; charset=utf-8', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Length': '721'}
2021-03-02 08:26:47.331817-08	/products_and_promotions		{'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f'}
2021-03-02 08:31:47.311235-08	/products_and_promotions		{'Connection': 'Keep-Alive', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw'}
2021-03-02 08:32:27.93378-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":708869710,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":2,""read_avg"":-1.62,""epc"":""000047170115990579250149""},{""read_count"":10,""read_avg"":-1.09,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614702720,""kit_temperature"":0,""rfid_0"":4341,""happy_hour"":0,""rfid_1"":3984,""power"":0,""app_uptime"":701445516,""rfid_2"":3964,""rfid_3"":3966,""rfid_4"":3428,""rfid_5"":3435,""rfid_6"":3426,""rfid_7"":3438}"	{'Connection': 'Keep-Alive', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4', 'Content-Type': 'application/json; charset=utf-8', 'Content-Length': '721'}
2021-03-02 08:36:47.293568-08	/products_and_promotions		{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'User-Agent': 'okhttp/3.12.4', 'Connection': 'Keep-Alive'}
2021-03-02 08:41:47.323469-08	/products_and_promotions		{'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f'}
2021-03-02 08:42:05.021778-08	/inventory	"{""retry_count"":0,""time"":1614703297,""epc"":[""000071490115916261470703"",""000085110116008592410763"",""000093690115986165420158"",""000061150116020677660822"",""000061150115989658240587"",""000093690115986165420003"",""000061150116020677660467"",""000061150116020677660476"",""000085110116008592410354"",""000093690115986165420176"",""000085110116008592410753"",""000061150116016412250705"",""000111270116091767120316"",""000111270116091767120258"",""000111270116091767120262"",""000075380115935302530001"",""000047140116061254400849"",""000044040115839946140927"",""000085110116038880060635"",""000064180116057066450515"",""000091730116043132910603"",""000093690116031089570698"",""000065750116071389770643"",""000064190116037103920016"",""000064190116037103920002"",""000064190116037103920008"",""000040610116082000540690"",""000040610116082000540691"",""000040610116082000540695"",""000040610116082000540694"",""000027840116020713570078"",""000023500116073810700298"",""000027840116116652220999"",""000040890115666434170516"",""000081750116112376090919"",""000061610116058563050660"",""000091730116025015570288"",""000023500116127930280292"",""000023500116073810700427"",""000027840116020713570137"",""000081750116112376090971"",""000091730116025015570086"",""000081750116112376090821"",""000089890116003507590144"",""000089890116003507590036"",""000089890116003507590679"",""000091730116025015570073"",""000089890116003454690074"",""000075390116043131790960"",""000089890116003507590537"",""000115720116123538480339"",""000089890116003454690101"",""000093690116031089570316"",""000075390116043131790938"",""000027840116116652220832"",""000047140116061254400059"",""000115720116123538480200"",""000104480116021690620614"",""000092310116055198880023"",""000111020116121799780805"",""000101920116037086490195"",""000043640116031290260022"",""000091430116073395440059"",""000065750116135574190943"",""000101790116069946810273"",""000042030116009465510600"",""000042030116009465510594"",""000042030116009465510595"",""000065690116031165630376"",""000044070115675849260555"",""000065750116135574190911"",""000065750116135574190910"",""000040610116082000540111"",""000071510115650020930434"",""000080960116107226410201"",""000038160115731989040056"",""000101900116142037770987"",""000042070116111428890452"",""000038160115731989040469"",""000038150115623092090970"",""000065750116135574190944"",""000065750116135574190945"",""000091430116010405600003"",""000067800116016346810965"",""000067800116016346810974"",""000038150115623092090942"",""000093680116031054880410"",""000038150115693877781672"",""000101790116069946810267"",""000092310116127898590920"",""000101760116024989600470"",""000071510115650020930433"",""000042020115935368990680"",""80025F07F300231193CFFD04""]}"	{'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Length': '2581', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Type': 'application/json; charset=utf-8'}
2021-03-02 08:42:28.011949-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":709469756,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":2,""read_avg"":-1.42,""epc"":""000047170115990579250149""},{""read_count"":9,""read_avg"":-1.22,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614703320,""kit_temperature"":0,""rfid_0"":4408,""happy_hour"":0,""rfid_1"":4014,""power"":0,""app_uptime"":702045562,""rfid_2"":3959,""rfid_3"":3950,""rfid_4"":3463,""rfid_5"":3427,""rfid_6"":3404,""rfid_7"":3439}"	{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Type': 'application/json; charset=utf-8', 'Content-Length': '720', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4'}
2021-03-02 08:46:47.356134-08	/products_and_promotions		{'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'Connection': 'Keep-Alive', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw'}
2021-03-02 08:52:28.083185-08	/status	"{""gcm_id"":""fUcDWMxL-sc:APA91bELOmRHqBkOr9cEZlzkfsFlm8lWSwFXgI5ipMMoP-R0ljaAkqXvLnWfgTgURTctxgABZykyn6qgKQdPoA4Qrys0_e_LLPr_D-BSQ-fpJC-boXNrkrW8tALzioRifEj51YRRrR-J"",""kiosk_id"":790,""retry_queue_length"":0,""num_transactions_pending_sync"":0,""battery_level"":100,""is_locked"":false,""system_uptime"":710069796,""kiosk_temperature"":0,""retry_count"":0,""temperature_tags"":[{""read_count"":1,""read_avg"":-2.02,""epc"":""000047170115990579250149""},{""read_count"":10,""read_avg"":-1.1,""epc"":""000047160115990534900120""}],""kiosk_temperature_count"":0,""time"":1614703920,""kit_temperature"":0,""rfid_0"":4358,""happy_hour"":0,""rfid_1"":3987,""power"":0,""app_uptime"":702645602,""rfid_2"":4017,""rfid_3"":3960,""rfid_4"":3410,""rfid_5"":3456,""rfid_6"":3438,""rfid_7"":3417}"	{'User-Agent': 'okhttp/3.12.4', 'Content-Type': 'application/json; charset=utf-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Length': '720', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive'}
2021-03-02 08:51:47.322956-08	/products_and_promotions		{'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f'}
2021-03-02 08:56:47.423786-08	/products_and_promotions		{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'If-None-Match': '8b877a111787cdf21a704849a2fce030ebec5d0f', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4'}
2021-03-02 09:00:21.481158-08	/item	"{""retry_count"":0,""time"":1614704393,""epc"":""000091730116025015570086"",""reading_cycle"":126790,""order_id"":""790QPBIIO"",""reason"":""add_to_order"",""direction"":""out""}"	{'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Type': 'application/json; charset=utf-8', 'Content-Length': '156', 'User-Agent': 'okhttp/3.12.4'}
2021-03-02 09:00:29.379174-08	/sync_transact	"{""order_id"":""790QPBIIO"",""payment_system"":""Express"",""email"":""thoralf@bytetechnology.co"",""coupon"":"""",""created"":1614648192,""time_opened"":1614648194,""time_closed"":1614648213,""time_door_opened"":1614648195,""time_door_closed"":1614648213,""stamp"":24,""purchased_products"":[{""epc"":""000091730116025015570086"",""price"":1.29},{""epc"":""000115710116123537390454"",""price"":1.44},{""epc"":""000089890116003507590537"",""price"":0.93},{""epc"":""000089890116003454690101"",""price"":0.93},{""epc"":""80025F07F300231193CFFD04"",""price"":0.0}],""payment"":{""first_name"":""THORALF "",""last_name"":""BARTHEL"",""validate"":0,""ksn"":""9011880B29A9A6002919"",""magne_print"":""AB80A3FB63AD25C7EDF42F801F7EF22912C8D71EBCF323C0F01F73E412C733B4B4C6B59EA5677B4FDBC77E5CFA6047607849EDF6EEF2AD69"",""magne_print_status"":""61403000"",""track2"":""18FB884A89EF0FE1D0D2FD7A5C13EDEB4CD4F718A9AA8F5377382BA2D66D73A423C33BA53E86351A"",""card_pan"":""5200911273"",""card_type"":""unknown""},""time"":1614704402,""currency"":""USD"",""time_preauth"":0,""time_capture"":0,""tablet_processing_done"":0}"	{'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4', 'Content-Type': 'application/json; charset=UTF-8', 'Content-Length': '998'}
2021-03-02 09:00:21.279102-08	/item	"{""retry_count"":0,""time"":1614704393,""epc"":""80025F07F300231193CFFD04"",""reading_cycle"":126790,""order_id"":""790QPBIIO"",""reason"":""add_to_order"",""direction"":""out""}"	{'Connection': 'Keep-Alive', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4', 'Content-Type': 'application/json; charset=utf-8', 'Content-Length': '156'}
2021-03-02 09:00:18.092302-08	/log	"{""retry_count"":0,""auth_status"":""Success"",""body"":""Card swiped %B372724004002015^MOKRI\/LEE                 ^24060000000000000000000000000000"",""kiosk_id"":790,""time"":1614704390,""type"":""LogCardAuth""}"	{'Content-Type': 'application/json; charset=utf-8', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Length': '195', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw'}
2021-03-02 09:00:18.132182-08	/sync_transact	"{""order_id"":""790QPCPVQ"",""payment_system"":""Express"",""created"":1614704390,""time_opened"":0,""time_closed"":0,""time_door_opened"":0,""time_door_closed"":0,""stamp"":0,""purchased_products"":[],""payment"":{""first_name"":""LEE                 "",""last_name"":""MOKRI"",""validate"":1,""ksn"":""9011880B29A9A600291A"",""magne_print"":""B4DB87F8D08BB4FACD1462EF4027E032AEFCCA1918FB6490B659B958094DA4CC27CA0A2C3E622A80A6A73DD85D8A592314AFC93085EA4399"",""magne_print_status"":""61403000"",""track2"":""8089EE9E7865D8A7E406440516FFAAE2AA2D4AA06ECFF8D8228CEE4377FC957AA159A48E1A30061C"",""card_pan"":""372724015"",""card_type"":""unknown""},""time"":1614704390,""currency"":""USD"",""time_preauth"":0,""time_capture"":0,""tablet_processing_done"":0}"	{'Content-Type': 'application/json; charset=UTF-8', 'Content-Length': '684', 'User-Agent': 'okhttp/3.12.4', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw'}
2021-03-02 09:00:48.311837-08	/sync_transact	"{""order_id"":""790QPCPVQ"",""payment_system"":""Express"",""email"":""lee@bytetechnology.co"",""created"":1614704390,""time_opened"":1614704392,""time_closed"":1614704415,""time_door_opened"":1614704394,""time_door_closed"":1614704415,""stamp"":4,""purchased_products"":[],""payment"":{""first_name"":""LEE                 "",""last_name"":""MOKRI"",""validate"":0,""ksn"":""9011880B29A9A600291A"",""magne_print"":""B4DB87F8D08BB4FACD1462EF4027E032AEFCCA1918FB6490B659B958094DA4CC27CA0A2C3E622A80A6A73DD85D8A592314AFC93085EA4399"",""magne_print_status"":""61403000"",""track2"":""8089EE9E7865D8A7E406440516FFAAE2AA2D4AA06ECFF8D8228CEE4377FC957AA159A48E1A30061C"",""card_pan"":""372724015"",""card_type"":""unknown""},""time"":1614704420,""currency"":""USD"",""time_preauth"":0,""time_capture"":0,""tablet_processing_done"":0}"	{'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=UTF-8', 'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Length': '752'}
